Ticker,GHG Emissions,Air Quality,Energy Management,Water & Wastewater Management,Waste & Hazardous Materials Management,Ecological Impacts,Human Rights & Community Relations,Customer Privacy,Data Security,Access & Affordability,Product Quality & Safety,Customer Welfare,Selling Practices & Product Labeling,Labour Practices,Employee Health & Safety,"Employee Engagement, Diversity & Inclusion",Product Design & Lifecycle Management,Business Model Resilience,Supply Chain Management,Materials Sourcing & Efficiency,Physical Impacts of Climate Change,Business Ethics,Competitive Behaviour,Management of the Legal & Regulatory Environment,Critical Incident Risk Management,Systemic Risk Management
GFLC,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
ACRI,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
DJKC,,,1,,,,,,1,,,,,1,,1,1,,,,,,,,,
LLOYDSME,,,,,,,,,,,,,,,,,,,,,,,,,,
DN,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
8353,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
TTCH,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
HCP,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
ARTO,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
CU,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
KIOCL,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
BYRCS,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
KNPL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
GWN,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
ARMT34,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
TRCL,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
CSTRL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
C21,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,
SUMICHEM,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
ATP,1,,1,,1,,,,1,,1,1,1,1,,,,,1,,,,,,,
SHYAMMET,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
CLL,,,,,,,,1,,,,,1,,,1,,,,,,,,,,
NSLNISP,,,,,,,,,,,,,,,,,,,,,,,,,,
6823,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,
FNXP,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
VO,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
JBIL,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
RLD,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,
BASF,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
CPBI,,,,,,,,,1,1,,,,,,,1,,,,,1,,,,1
ACE/F,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
CHMB,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
WLCO,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
FINEORG,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
HIMRRA,,,1,1,,1,,,,,,,,1,,,,,,,1,,,,,
ELSC,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
BCORP,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
NUVOCO,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
GMDC,1,,,1,1,1,1,,,,,,,1,1,,,1,,,,,,,1,
AKZO,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
PTCIL,,,,,,,,,,,,,,,,,,,,,,,,,,
ATHR,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
GODPI,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
JKLC,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
PCBL,,,,,,,,,,,,,,,,,,,,,,,,,,
AMG,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
ALEID,1,,1,,1,,,,1,,1,1,1,1,,,,,1,,,,,,,
ANURAS,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
AACL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
GNFC,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
STRCEM,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
PRSMJ,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
KHL,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
AAL,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,
GALSURF,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
GSFC,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
BAAZEEM,,,1,,,,,,1,,,,,1,,1,1,,,,,,,,,
9625,,,,,,,,,1,,,,,,,1,,,,,,1,,,,
JUBLINGR,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
SEML,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
RCF,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
CHEMPLAS,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
EBECK,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
BLGV,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
VI,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
BLZE,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
BZU,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
LXCHEM,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
DFPC,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
GRLM,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,
INDIGOPN,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
SANDUMA,,,,,,,,,,,,,,,,,,,,,,,,,,
EPLL,,,,,,,,,,,,,,,,,,,,,,,,,,
JMOIL,1,1,,1,1,,,,,,,,,,1,,1,,,,,,1,1,1,
ATMCU,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,
FSS,,,,,,,,,,,,,,,,1,1,,,,,1,,,,1
JKPAPER,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,
PPARIVAH,,,,,,1,,,,,1,,,,1,,1,,,,,1,,,,
AKGRT,,,,,,,,,,,,,1,,,,1,,,,1,,,,,1
RINDL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
GALK,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
5GN,,,1,,,,,1,1,,,,,,,,,,,1,,,1,,,1
AGIG,,,,,,,,,,,,,,,,,,,,,,,,,,
DAGRI,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
AJG,,,,,,,,,1,,,,,,,1,,,,,,1,,,,
GOLI,,,,,,,1,,,1,1,1,1,,,1,,,1,,,1,,,,
EPIGRAL,,,,,,,,,,,,,,,,,,,,,,,,,,
D2B,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,
JPA,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
CFLT,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
GHCL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
BDSN,,,1,,1,,,,1,1,1,1,1,,1,1,,,,,1,1,,,,
NOCIL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
KKIL,,,,,,,,,,,,,,,,1,1,,,,,1,,,,1
BLCL,,,,,,,,,1,,,,,,,1,,,,,,1,,,,
FTXC,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
GRWRHITE,,,,,,,,,,,,,,,,,,,,,,,,,,
ORCMNT,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
GW,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
WCPM,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,
ADVENZY,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
PRIVISCL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
GREENP,,,,,,1,1,,,,,,,,,,,,,,1,,,,,
KS,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
ROSSARI,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
OMDC,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
BRSN,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
LLOYDSET,,,,,,,,,,,,,,,,,,,,,,,,,,
IMFA,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
ASMN,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
FCH,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
5488,,,1,,1,,,,,,1,,,,,,1,,,1,,1,,,,
YQ,,,,,,,,,1,,,1,1,,,,,,,,,,,,,
JTLIND,,,,,,,,,,,,,,,,,,,,,,,,,,
KSCL,1,,1,1,,,,,,,1,,,,1,,,,1,1,,,,,,
ATEC,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,
NEOGEN,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
PKI,1,1,,1,1,,,,,,,,,,1,,1,,,,,,1,1,1,
BWA,,,1,,1,,,,,,1,,,,,,1,,,1,,,1,,,
UFLX,1,1,1,1,1,,,,,,1,,,,,,1,,1,,,,,,,
SHCR,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
MTLM,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,
LMAT,,,,,,,,,,1,1,,1,,,,1,,1,,,1,,,,
SHKL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG,,,1,,,,,,1,,,,,1,,1,1,,,,,,,,,
SGC,1,1,,1,,1,1,,,,,,,,1,,,1,,,,1,,1,1,
SYIL,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
ISMT,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
MTEP,1,1,1,1,1,,,,,,1,,,,,,1,,1,,,,,,,
ARL,,,,,,,,,,,,,,,,1,1,,,,,1,,,,1
TATVA,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
APOLP,,,,,,,,1,1,,,,1,,,,,,,,,,,,,
JMACU,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,
PPC,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
PTMCD,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,
600143,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
AXL,,,,,,,,1,1,,,,1,,,,,,,,,,,,,
IGLY,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
APN,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
SNGI,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
APCO,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
8049,,,,,,,1,,,1,1,1,1,,,1,,,1,,,1,,,,
GOCL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
KCPL,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
BEPL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
RASTL,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,
MASTERPL,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,
AH,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,
VCL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
ASTEL,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
TCPL,1,1,1,1,1,,,,,,1,,,,,,1,,1,,,,,,,
FDMT,,,,,,,1,,,1,1,1,1,,,1,,,1,,,1,,,,
MGCXD,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
PNPC,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
JDPF,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,
5142,1,1,1,1,1,,,,,,1,,,,,,1,,1,,,,,,,
TANF,1,1,1,1,1,,1,,,,,,,,1,,1,,,,,,,1,1,
IFGLRF,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,1,,,
ANHPR,,,,,,,,,,,,,,,,,,,,,,,,,,
UDAICEME,,,,,,,,,,,,,,,,,,,,,,,,,,
DLFU,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
LODHA,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
CNT,,,,,,1,,,,,1,,,,1,,1,,,,,1,,,,
HUTT,,,,,,,,,1,1,,,,,,,1,,,,,1,,,,1
PHNX,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
PEPL,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
BRGD,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
GSS,,,,,,,1,,,1,1,1,1,,,1,,,1,,,1,,,,
CHALET,,,1,1,,1,,,,,,,,1,,,,,,,1,,,,,
SOBHA,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,
ARCP,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
DBREALTY,,,,,,,,,,,,,,,,,,,,,,,,,,
NTSD,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
MAHLIFE,,,,,,,,,,,,,,,,,,,,,,,,,,
RUSTOMJE,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
EMBDL,,,,,,,,,,,,,,,,,,,,,,,,,,
GHFC,,,,,,1,,,,,1,,,,1,,1,,,,,1,,,,
ACOS,,,1,,1,,,,,,1,,,,,,1,,,1,,1,,,,
SNNP,,,1,1,,,,,,,1,1,1,,,,1,,1,1,,,,,,
HEMIPROP,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
PURVA,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
SAMHI,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
ANTAR,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,
MAXESTAT,,,,,,,,,,,,,,,,,,,,,,,,,,
NIRL,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
ARVSMART,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,,,,,,,,,,,1,,,,,,,,1,1,,,,,,
ASFI,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
MNRT,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
SHRIRAMP,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
HLIX,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
III,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
HCLT,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
WPRO,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
ARH,1,1,,1,,1,1,,,,,,,,1,,,1,,,,1,,1,1,
603015,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,
OFSS,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
PSYS,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,
POLICYBZ,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
TELX,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
MPHL,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
DIXON,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,
TATATECH,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
COFORGE,,,,,,,,,,,,,,,,,,,,,,,,,,
VCVCU,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,
BSOFT,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
SSOF,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
KAYNES,,,,1,1,,,,,,,,,1,1,,1,,,1,,,,,,
2051,,,,,,,,1,1,,,,1,,,,,,,,,,,,,
BIPP,,,,,,,,,,,,,,,,,1,,,,,1,,,,
FSOL,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
AEZS,,,,,,,1,,,1,1,1,1,,,1,,,1,,,1,,,,
ECLX,,,,,,,,,1,,,,,,,1,,,,,,1,,,,
HAPPSTMN,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
TEJASNET,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,
NEWGEN,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
ELK,,,,,,,,,1,,,,,,,1,,,,,,1,,,,
LATENTVI,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
MAPMYIND,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
NETWEB,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,
RATEGAIN,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
603389,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,
ADDC,,,1,,,,,,1,,,,,1,,1,1,,,,,,,,,
EMUDHRA,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
ASTM,,,,,,,,,,,1,,,,,,,,1,1,,,,,,
AUPS,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
MCLOUD,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
ATHX,,,,,,,1,,,1,1,1,1,,,1,,,1,,,1,,,,
SOTL,,,1,,1,,,,,,1,,,,,,1,,,1,,1,,,,
AVL,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
PGEL,,,,1,1,,,,,,,,,1,1,,1,,,1,,,,,,
PROTEAN,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
BBOX,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
BIJL,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,
CI,,,,,,,,,1,1,1,1,,,,,,,,,1,,,,,
HGSL,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
AVACU,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,
AFBI,,,,,,,,,1,1,,,,,,,1,,,,,1,,,,1
3260,1,,1,1,1,,,,,,,,,,1,1,1,,,1,,,1,,,
IDEAFORG,,,1,,1,,,,1,,1,,,,,,1,,,1,,1,,,,
BCG,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,
AAYANRE,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,
QUICKHEA,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
ACCELYA,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
AVTS,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
ADAG,,,,,,,1,,,1,1,1,1,,,1,,,1,,,1,,,,
SASKEN,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
ABE,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,
RPTECH,,,1,,,,,,1,,,,,1,,1,1,,,,,,,,,
RPSGVENT,,,,,,,,,,,,,,,,,,,,,,,,,,
PRMC,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,
EXPLEOSO,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
NTPCGREE,,,1,1,1,1,,,,,,,,,,,1,,,1,,,,,,
ADANIGR,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
PWGR,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
ADE,1,,,1,1,1,1,,,,,,,1,1,,,1,,,,,,,1,
TPWR,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
ACC/P,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,
ADANIENS,,,,,,,,,,,,,,,,,,,,,,,,,,
ATGL,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,1
NHPC,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
JSW,1,,,1,1,1,1,,,,,,,1,1,,,1,,,,,,,1,
TPW,,,1,,,,,1,1,,,,,,,1,1,,,,,,,,,
SJVN,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
GUJGA,,,,,,,,,,1,,,,,,,,1,,,,,,,1,
NLC,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
BH/A,,,1,1,1,,,,,,1,1,,1,,,,,1,,,,,,,
GETD,,,1,,1,,,,,,1,,,,,,1,,,1,,1,,,,
GUJS,1,1,,,,1,,,,,,,,,,,,,,,,,1,,1,
BRKC,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,
CESC,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
MAHGL,,,,,,,,,,1,,,,,,,,1,,,,,,,1,
CDX,,,,,,,,,,1,1,,1,,,,1,,1,,,1,,,,
RPWR,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
ACC,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,
JPVL,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
TWLV,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,,,1,
BONAVB,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,
PTCIN,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
RTPOW,1,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1
BGIP3,,,,,,,,,1,1,,,,,,,1,,,,,1,,,,1
